1,1,2,4,0.115733
1,1,4,4,0.142006
1,1,6,4,0.173857
1,1,8,4,0.204889
1,1,2,8,0.194058
1,1,4,8,0.197356
1,1,6,8,0.210352
1,1,8,8,0.228486
1,1,2,16,0.255434
1,1,4,16,0.291167
1,1,6,16,0.332097
1,1,8,16,0.381498
